File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF724DMU	bam	bam		unfiltered alignments	mm10	ENCSR059LYY	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K4me3-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	1	1_1		36					/files/ENCFF018NEO/, /files/ENCFF002ALY/	1045567737	ENCODE Processing Pipeline	214a021fd8699efb51dfa318523a5bb4		https://www.encodeproject.org/files/ENCFF724DMU/@@download/ENCFF724DMU.bam				released	s3://encode-public/2016/10/03/33756fc1-9484-449e-8278-4effdf2ea1ae/ENCFF724DMU.bam	ENCODE3 mm10	archived	low read depth, low read length, mild to moderate bottlenecking		
ENCFF486VKZ	bam	bam		unfiltered alignments	mm10	ENCSR059LYY	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K4me3-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	1	1_1		36					/files/ENCFF309GLL/, /files/ENCFF002ALY/	1021110496	ENCODE Processing Pipeline	994d2299903ed2b72604a737a96a0839		https://www.encodeproject.org/files/ENCFF486VKZ/@@download/ENCFF486VKZ.bam				released	s3://encode-public/2020/10/10/8ca6b66d-6259-4a3e-a90d-ef78c2651d44/ENCFF486VKZ.bam	ENCODE4 v1.5.1 mm10	released	low read depth, low read length, mild to moderate bottlenecking		
ENCFF806MJU	bam	bam		unfiltered alignments	mm10	ENCSR059LYY	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K4me3-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	2	2_1		36					/files/ENCFF309GLL/, /files/ENCFF002ALZ/	1144488172	ENCODE Processing Pipeline	e153618726cbcb1311544fbb9afc1542		https://www.encodeproject.org/files/ENCFF806MJU/@@download/ENCFF806MJU.bam				released	s3://encode-public/2020/10/10/47e7a91c-0ae4-48ef-a656-7a7c5e4a0fb5/ENCFF806MJU.bam	ENCODE4 v1.5.1 mm10	released	low read depth, low read length, mild to moderate bottlenecking		
ENCFF327VAO	bam	bam		unfiltered alignments	mm10	ENCSR481SGM	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	1	1_1		36					/files/ENCFF018NEO/, /files/ENCFF002AEL/	1578817361	ENCODE Processing Pipeline	c91499d5e13238ce9f7e1190c60cafea		https://www.encodeproject.org/files/ENCFF327VAO/@@download/ENCFF327VAO.bam				released	s3://encode-public/2016/10/03/9e739a2f-7c93-4a90-ad4d-3798399bddf7/ENCFF327VAO.bam	ENCODE3 mm10	archived	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF902HAR	bam	bam		unfiltered alignments	mm10	ENCSR481SGM	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	2	2_1		36					/files/ENCFF018NEO/, /files/ENCFF153OKY/	1159711908	ENCODE Processing Pipeline	d031f611c6a8bf15f03bb971a229be9d		https://www.encodeproject.org/files/ENCFF902HAR/@@download/ENCFF902HAR.bam				released	s3://encode-public/2016/10/03/6faa521e-a83a-44a8-b9f3-2956bd27da90/ENCFF902HAR.bam	ENCODE3 mm10	archived	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF235TDI	bam	bam		unfiltered alignments	mm10	ENCSR481SGM	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	2	2_1		36					/files/ENCFF309GLL/, /files/ENCFF153OKY/	1143342099	ENCODE Processing Pipeline	09f7c4e249dacd3ee1b94c2e40b8a8db		https://www.encodeproject.org/files/ENCFF235TDI/@@download/ENCFF235TDI.bam				released	s3://encode-public/2020/10/10/d79b43c7-5ea9-4f98-8256-d5f026b67675/ENCFF235TDI.bam	ENCODE4 v1.5.1 mm10	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF818VCY	bam	bam		unfiltered alignments	mm10	ENCSR481SGM	Histone ChIP-seq	/mouse-donors/ENCDO469XMJ/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2014-06-30	ENCODE		sonication (generic)	300-500	1	1_1		36					/files/ENCFF309GLL/, /files/ENCFF002AEL/	1549619851	ENCODE Processing Pipeline	16da1eb2182f69fe36c5764a8a0a38b3		https://www.encodeproject.org/files/ENCFF818VCY/@@download/ENCFF818VCY.bam				released	s3://encode-public/2020/10/10/0f56cea2-23c1-4e3f-ac65-4bc668b56360/ENCFF818VCY.bam	ENCODE4 v1.5.1 mm10	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF290ZNF	bam	bam		unfiltered alignments	mm10	ENCSR420MUV	Histone ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2015-06-23	ENCODE		sonication (generic)	300-500	2	2_1		50					/files/ENCFF018NEO/, /files/ENCFF487ADZ/	2613205762	ENCODE Processing Pipeline	eac0ac1885ddad9b0d52d9707a7f74aa		https://www.encodeproject.org/files/ENCFF290ZNF/@@download/ENCFF290ZNF.bam				released	s3://encode-public/2016/10/01/f1eff93b-ff66-4d52-971f-46449c1371db/ENCFF290ZNF.bam	ENCODE3 mm10	archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking		
ENCFF194ORC	bam	bam		unfiltered alignments	mm10	ENCSR420MUV	Histone ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2015-06-23	ENCODE		sonication (generic)	300-500	1	1_1		50					/files/ENCFF018NEO/, /files/ENCFF976HED/	2582080310	ENCODE Processing Pipeline	617e0353b23cd53ebccc0704c0a2e307		https://www.encodeproject.org/files/ENCFF194ORC/@@download/ENCFF194ORC.bam				released	s3://encode-public/2016/10/01/c4715b25-ab4e-48c7-87c8-15e8ce4f5ecc/ENCFF194ORC.bam	ENCODE3 mm10	archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking		
ENCFF339ZRL	bam	bam		unfiltered alignments	mm10	ENCSR420MUV	Histone ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2015-06-23	ENCODE		sonication (generic)	300-500	2	2_1		50					/files/ENCFF487ADZ/, /files/ENCFF309GLL/	2575675670	ENCODE Processing Pipeline	c6efd5cd911e84097f3f3f4792884ecd		https://www.encodeproject.org/files/ENCFF339ZRL/@@download/ENCFF339ZRL.bam				released	s3://encode-public/2020/10/10/efc7eded-b236-40fb-b75c-997da197549c/ENCFF339ZRL.bam	ENCODE4 v1.5.1 mm10	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking		
ENCFF225UQZ	bam	bam		unfiltered alignments	mm10	ENCSR420MUV	Histone ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus										H3K27ac-mouse	DNA			SDS			2015-06-23	ENCODE		sonication (generic)	300-500	1	1_1		50					/files/ENCFF976HED/, /files/ENCFF309GLL/	2546298380	ENCODE Processing Pipeline	a8f1334cf2607074778070b5e459707e		https://www.encodeproject.org/files/ENCFF225UQZ/@@download/ENCFF225UQZ.bam				released	s3://encode-public/2020/10/10/7e4f5774-6987-47d8-802a-5defd644b26c/ENCFF225UQZ.bam	ENCODE4 v1.5.1 mm10	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking		
